Item_ID,Item_Name,Category,Date,Last_Month_Sales,Capacity,Last_Year_Sales,Weather,Predicted_Sales,City_Tier,Outlet,On_promotion
13,Soda,Beverages,13-10-2023,154,351,4240,Snowy,162,3,3,1
19,Butter,Dairy,31-03-2024,188,924,4720,Cloudy,188,1,1,1
15,Yogurt,Dairy,10-08-2023,105,728,1330,Rainy,94,1,3,0
15,Yogurt,Dairy,08-03-2024,468,672,2983,Sunny,386,3,3,0
6,Milk,Dairy,22-12-2023,358,212,3972,Windy,388,1,1,1
9,Cherry,Fruits,11-10-2023,491,522,4383,Snowy,384,1,2,0
19,Butter,Dairy,24-11-2023,289,820,4125,Windy,333,2,3,0
1,Cream,Dairy,26-11-2023,234,857,3713,Windy,166,1,3,0
8,Apple,Fruits,14-10-2023,133,967,1841,Rainy,130,3,3,1
5,Grapes,Fruits,04-08-2023,195,813,4661,Rainy,200,3,3,0
19,Butter,Dairy,29-10-2023,302,445,4448,Rainy,362,2,1,0
8,Apple,Fruits,01-06-2023,141,765,2925,Snowy,143,2,3,0
14,Water,Beverages,08-11-2023,156,254,4578,Snowy,185,1,1,0
6,Milk,Dairy,30-08-2023,232,331,4438,Rainy,242,3,1,1
2,Carrot,Vegetables,19-03-2024,109,899,1597,Sunny,107,3,2,1
14,Water,Beverages,29-08-2023,346,297,1542,Rainy,354,1,1,0
19,Butter,Dairy,13-07-2023,184,395,4149,Rainy,203,1,1,1
17,Potato,Vegetables,16-12-2023,406,811,1562,Snowy,352,3,2,0
4,Juice,Beverages,30-07-2023,321,672,1677,Sunny,373,1,2,0
16,Cheese,Dairy,03-02-2024,474,639,4345,Windy,488,2,3,0
13,Soda,Beverages,21-01-2024,252,440,3283,Snowy,256,2,1,0
17,Potato,Vegetables,31-05-2023,411,890,1042,Rainy,410,2,3,1
19,Butter,Dairy,07-11-2023,312,271,3681,Cloudy,309,1,1,0
19,Butter,Dairy,15-02-2024,191,206,2989,Rainy,189,1,1,0
17,Potato,Vegetables,25-01-2024,278,479,1597,Windy,259,3,3,0
12,Pepper,Vegetables,16-03-2024,177,703,3756,Windy,166,1,3,0
5,Grapes,Fruits,17-06-2023,420,590,4625,Rainy,405,2,2,1
17,Potato,Vegetables,01-06-2023,289,480,4955,Rainy,276,3,3,1
15,Yogurt,Dairy,28-12-2023,368,988,3667,Windy,405,3,3,1
20,Tomato,Vegetables,26-12-2023,168,835,4161,Rainy,165,2,3,1
15,Yogurt,Dairy,10-03-2024,132,213,1568,Cloudy,124,1,3,1
4,Juice,Beverages,30-12-2023,400,896,4988,Sunny,379,2,1,1
5,Grapes,Fruits,07-01-2024,235,589,4552,Rainy,209,1,3,0
3,Beer,Beverages,01-06-2023,299,243,2274,Cloudy,281,1,3,1
19,Butter,Dairy,04-12-2023,186,452,3525,Snowy,146,2,3,0
9,Cherry,Fruits,03-02-2024,481,780,2649,Snowy,435,1,1,1
2,Carrot,Vegetables,06-06-2023,275,983,3758,Rainy,290,1,3,1
11,Coffee,Beverages,27-11-2023,425,823,2826,Windy,398,2,2,0
5,Grapes,Fruits,05-10-2023,145,914,3308,Rainy,148,2,3,1
18,Banana,Fruits,22-02-2024,473,225,3686,Snowy,438,2,2,0
6,Milk,Dairy,01-01-2024,449,969,1094,Rainy,445,1,3,1
11,Coffee,Beverages,12-12-2023,366,307,4328,Rainy,334,3,3,0
12,Pepper,Vegetables,20-07-2023,393,214,2589,Rainy,364,2,3,0
17,Potato,Vegetables,27-05-2023,151,926,2569,Cloudy,126,1,2,0
20,Tomato,Vegetables,30-09-2023,388,499,1771,Windy,386,2,3,0
8,Apple,Fruits,03-06-2023,239,703,4892,Sunny,229,3,2,1
16,Cheese,Dairy,20-11-2023,395,677,2332,Rainy,443,1,1,1
17,Potato,Vegetables,25-05-2023,442,366,1520,Cloudy,435,2,2,0
8,Apple,Fruits,09-05-2023,375,333,4639,Snowy,375,3,3,1
18,Banana,Fruits,22-03-2024,321,585,2727,Sunny,309,1,3,0
20,Tomato,Vegetables,31-05-2023,155,277,2619,Windy,144,3,3,1
3,Beer,Beverages,31-01-2024,266,433,1185,Cloudy,285,2,3,0
14,Water,Beverages,23-09-2023,445,731,3556,Cloudy,408,2,1,0
16,Cheese,Dairy,07-04-2024,279,412,1467,Snowy,315,1,3,1
20,Tomato,Vegetables,12-12-2023,385,747,2551,Rainy,343,1,3,0
10,Orange,Fruits,16-07-2023,119,896,1210,Sunny,100,3,3,1
8,Apple,Fruits,22-12-2023,154,539,4092,Windy,150,2,3,1
2,Carrot,Vegetables,05-12-2023,462,998,1982,Rainy,476,3,3,0
2,Carrot,Vegetables,11-12-2023,160,905,2950,Cloudy,176,1,2,1
12,Pepper,Vegetables,04-09-2023,197,509,2582,Cloudy,224,1,3,0
3,Beer,Beverages,22-09-2023,358,680,1663,Cloudy,350,1,1,1
14,Water,Beverages,06-12-2023,193,327,4772,Cloudy,201,2,2,1
15,Yogurt,Dairy,25-08-2023,385,595,1362,Snowy,421,1,1,0
14,Water,Beverages,06-05-2023,136,838,2326,Snowy,111,2,3,0
12,Pepper,Vegetables,17-06-2023,121,898,3404,Windy,112,2,1,1
4,Juice,Beverages,09-03-2024,162,542,1232,Sunny,174,1,3,0
1,Cream,Dairy,30-11-2023,455,322,4225,Windy,502,3,3,0
3,Beer,Beverages,07-06-2023,493,223,2253,Snowy,453,2,3,0
5,Grapes,Fruits,15-04-2024,384,710,2101,Sunny,456,1,2,0
17,Potato,Vegetables,29-10-2023,416,710,4458,Sunny,439,1,1,0
12,Pepper,Vegetables,07-11-2023,458,913,1113,Sunny,425,1,3,0
6,Milk,Dairy,14-03-2024,348,953,4267,Cloudy,337,3,2,1
6,Milk,Dairy,03-08-2023,176,305,3643,Sunny,175,2,2,1
14,Water,Beverages,06-03-2024,469,935,3181,Sunny,509,3,2,1
16,Cheese,Dairy,06-09-2023,424,968,4412,Sunny,357,2,2,1
5,Grapes,Fruits,17-06-2023,370,888,1773,Rainy,328,1,3,0
7,Cucumber,Vegetables,05-03-2024,488,555,1929,Sunny,490,1,1,0
3,Beer,Beverages,05-10-2023,259,323,1574,Sunny,250,2,1,1
12,Pepper,Vegetables,25-05-2023,213,703,1824,Snowy,193,2,3,0
7,Cucumber,Vegetables,23-10-2023,489,339,2615,Cloudy,479,2,2,1
20,Tomato,Vegetables,02-05-2023,164,986,1159,Cloudy,120,1,2,1
6,Milk,Dairy,22-11-2023,119,733,1482,Rainy,97,3,3,1
19,Butter,Dairy,14-01-2024,401,940,2714,Rainy,407,1,3,1
14,Water,Beverages,09-01-2024,203,361,4349,Rainy,195,3,2,1
10,Orange,Fruits,19-10-2023,484,796,3740,Rainy,530,2,1,1
20,Tomato,Vegetables,28-03-2024,211,643,1898,Windy,239,3,3,1
6,Milk,Dairy,26-07-2023,287,677,3677,Sunny,296,2,1,0
11,Coffee,Beverages,06-09-2023,166,684,2936,Windy,130,2,3,1
16,Cheese,Dairy,08-12-2023,285,238,2164,Rainy,315,1,1,0
2,Carrot,Vegetables,16-03-2024,247,702,2767,Cloudy,238,1,2,0
7,Cucumber,Vegetables,28-10-2023,131,592,1330,Windy,130,3,3,1
17,Potato,Vegetables,07-04-2024,125,412,2583,Rainy,116,2,3,0
3,Beer,Beverages,02-08-2023,260,367,1888,Cloudy,231,3,3,0
17,Potato,Vegetables,07-04-2024,125,543,2590,Snowy,130,2,2,1
14,Water,Beverages,17-03-2024,393,821,3245,Rainy,422,1,1,1
2,Carrot,Vegetables,04-03-2024,359,398,1811,Cloudy,305,1,3,1
6,Milk,Dairy,07-03-2024,447,419,3553,Snowy,407,3,2,1
5,Grapes,Fruits,05-09-2023,245,774,4123,Cloudy,247,3,3,0
15,Yogurt,Dairy,14-02-2024,298,659,4209,Rainy,309,1,1,0
6,Milk,Dairy,29-07-2023,392,441,1023,Windy,371,3,3,0
15,Yogurt,Dairy,16-05-2023,441,705,3295,Rainy,521,3,3,1
19,Butter,Dairy,26-07-2023,239,285,1069,Windy,231,2,1,1
20,Tomato,Vegetables,23-02-2024,464,515,1423,Windy,512,1,1,0
12,Pepper,Vegetables,21-04-2024,335,943,4254,Windy,264,2,2,1
18,Banana,Fruits,21-07-2023,483,934,3125,Snowy,397,3,3,1
18,Banana,Fruits,25-05-2023,231,488,1499,Rainy,218,1,1,0
12,Pepper,Vegetables,14-04-2024,317,214,4059,Snowy,346,1,3,1
5,Grapes,Fruits,31-10-2023,211,243,1533,Cloudy,182,1,2,0
13,Soda,Beverages,14-10-2023,287,481,1676,Windy,273,1,2,1
17,Potato,Vegetables,23-12-2023,205,598,2796,Cloudy,216,2,1,0
15,Yogurt,Dairy,12-08-2023,348,338,1052,Snowy,368,1,2,0
4,Juice,Beverages,16-12-2023,167,433,1335,Cloudy,150,2,3,0
8,Apple,Fruits,07-05-2023,228,926,4723,Rainy,268,3,1,1
1,Cream,Dairy,16-01-2024,104,701,1741,Sunny,96,2,3,1
12,Pepper,Vegetables,06-04-2024,341,692,4817,Windy,349,1,3,1
11,Coffee,Beverages,28-01-2024,399,458,3604,Rainy,396,1,2,0
20,Tomato,Vegetables,28-08-2023,458,805,4966,Windy,455,3,2,0
14,Water,Beverages,03-03-2024,441,844,2305,Cloudy,495,2,2,0
16,Cheese,Dairy,02-05-2023,104,381,1666,Cloudy,108,3,2,0
17,Potato,Vegetables,04-01-2024,401,209,4511,Snowy,390,1,2,1
9,Cherry,Fruits,09-01-2024,102,844,4629,Rainy,111,2,2,0
10,Orange,Fruits,12-01-2024,105,963,3819,Snowy,121,3,1,1
15,Yogurt,Dairy,05-09-2023,405,325,4733,Snowy,371,2,2,1
8,Apple,Fruits,24-08-2023,269,890,3995,Cloudy,298,3,1,0
5,Grapes,Fruits,20-12-2023,106,309,3914,Snowy,106,2,1,0
15,Yogurt,Dairy,10-05-2023,372,361,2064,Cloudy,391,1,1,0
7,Cucumber,Vegetables,18-07-2023,461,244,4586,Snowy,451,1,3,1
15,Yogurt,Dairy,07-03-2024,134,225,2069,Sunny,140,1,1,0
18,Banana,Fruits,13-07-2023,453,633,3354,Windy,406,2,2,0
7,Cucumber,Vegetables,29-01-2024,450,818,2181,Sunny,445,2,1,1
6,Milk,Dairy,18-06-2023,200,255,4024,Rainy,176,3,1,0
6,Milk,Dairy,18-04-2024,366,270,4579,Sunny,353,2,2,0
6,Milk,Dairy,05-10-2023,475,671,3994,Snowy,452,3,3,1
5,Grapes,Fruits,06-07-2023,222,332,1729,Cloudy,214,2,2,1
1,Cream,Dairy,26-04-2024,218,710,4767,Rainy,241,2,1,0
18,Banana,Fruits,17-03-2024,487,671,2643,Rainy,431,1,2,0
17,Potato,Vegetables,23-03-2024,173,883,1366,Windy,152,2,1,0
6,Milk,Dairy,05-11-2023,180,301,1726,Windy,177,1,2,0
18,Banana,Fruits,10-05-2023,497,929,3436,Sunny,489,3,1,0
12,Pepper,Vegetables,10-12-2023,354,598,3709,Cloudy,327,1,2,1
8,Apple,Fruits,01-12-2023,325,806,3100,Rainy,339,1,1,1
3,Beer,Beverages,31-01-2024,346,442,4260,Snowy,298,3,2,1
11,Coffee,Beverages,20-12-2023,230,755,4013,Snowy,201,3,2,0
19,Butter,Dairy,03-04-2024,104,964,2739,Snowy,96,3,3,1
4,Juice,Beverages,28-11-2023,221,415,1558,Cloudy,195,2,2,0
10,Orange,Fruits,28-12-2023,244,901,4209,Windy,263,3,2,0
18,Banana,Fruits,12-02-2024,457,840,1986,Windy,454,1,2,0
6,Milk,Dairy,03-02-2024,324,945,4234,Windy,332,2,2,0
7,Cucumber,Vegetables,18-09-2023,400,583,3283,Windy,426,2,2,1
14,Water,Beverages,02-09-2023,135,677,2473,Sunny,151,3,2,1
13,Soda,Beverages,11-04-2024,107,287,2267,Cloudy,101,2,1,1
13,Soda,Beverages,30-04-2023,227,791,1929,Cloudy,198,3,1,0
20,Tomato,Vegetables,01-02-2024,130,966,3501,Sunny,103,2,1,0
3,Beer,Beverages,04-12-2023,130,577,2105,Cloudy,155,2,1,1
4,Juice,Beverages,16-10-2023,361,424,1046,Snowy,357,1,1,1
6,Milk,Dairy,21-08-2023,241,316,1527,Cloudy,264,3,3,0
13,Soda,Beverages,02-08-2023,495,438,3263,Windy,447,2,1,1
3,Beer,Beverages,02-09-2023,473,310,2206,Sunny,427,3,3,1
8,Apple,Fruits,26-10-2023,291,482,3752,Cloudy,267,1,3,1
8,Apple,Fruits,25-08-2023,136,909,1977,Windy,120,1,2,1
16,Cheese,Dairy,23-11-2023,189,756,4793,Windy,187,3,3,0
9,Cherry,Fruits,09-01-2024,406,306,1123,Snowy,470,3,1,1
18,Banana,Fruits,19-11-2023,460,839,3330,Snowy,395,1,2,1
7,Cucumber,Vegetables,27-04-2024,199,441,3957,Rainy,238,3,1,0
2,Carrot,Vegetables,11-03-2024,166,715,4770,Cloudy,164,1,2,1
11,Coffee,Beverages,17-03-2024,431,713,2776,Sunny,427,1,2,0
4,Juice,Beverages,03-05-2023,271,275,2592,Cloudy,307,2,2,0
8,Apple,Fruits,06-12-2023,229,873,1359,Windy,244,1,2,0
20,Tomato,Vegetables,02-02-2024,298,972,3489,Cloudy,321,2,1,1
10,Orange,Fruits,04-11-2023,103,435,2393,Snowy,111,1,2,1
6,Milk,Dairy,10-03-2024,407,760,1739,Sunny,353,2,3,0
10,Orange,Fruits,18-10-2023,290,999,2635,Snowy,276,2,2,1
2,Carrot,Vegetables,20-05-2023,261,547,1891,Cloudy,292,1,1,0
16,Cheese,Dairy,12-03-2024,410,968,4705,Rainy,388,3,1,0
19,Butter,Dairy,07-03-2024,383,637,2021,Windy,382,3,1,0
10,Orange,Fruits,26-08-2023,390,433,3985,Rainy,419,2,2,0
2,Carrot,Vegetables,27-10-2023,287,383,1612,Sunny,269,1,2,0
10,Orange,Fruits,03-11-2023,447,339,2996,Sunny,490,1,2,0
6,Milk,Dairy,14-01-2024,143,870,3057,Cloudy,152,2,2,0
10,Orange,Fruits,05-06-2023,337,441,1326,Cloudy,315,1,3,0
17,Potato,Vegetables,30-01-2024,366,900,2519,Windy,372,2,2,1
6,Milk,Dairy,24-04-2024,366,741,1389,Rainy,347,1,2,1
14,Water,Beverages,26-12-2023,250,882,4738,Sunny,270,1,3,1
5,Grapes,Fruits,28-07-2023,128,387,1296,Snowy,145,3,3,0
1,Cream,Dairy,08-06-2023,107,724,4125,Windy,128,2,1,1
9,Cherry,Fruits,28-02-2024,449,360,4953,Rainy,426,1,1,1
4,Juice,Beverages,23-06-2023,247,390,3455,Snowy,212,3,1,0
5,Grapes,Fruits,27-01-2024,466,618,4676,Windy,463,3,2,1
7,Cucumber,Vegetables,20-02-2024,418,533,1826,Sunny,384,2,2,1
18,Banana,Fruits,13-06-2023,217,716,1429,Sunny,226,1,2,1
19,Butter,Dairy,28-10-2023,239,573,2394,Cloudy,236,2,1,0
12,Pepper,Vegetables,11-02-2024,461,549,4255,Rainy,389,1,3,0
12,Pepper,Vegetables,28-12-2023,360,302,1951,Snowy,342,1,1,1
20,Tomato,Vegetables,18-10-2023,421,521,2715,Cloudy,443,3,1,0
16,Cheese,Dairy,26-09-2023,324,862,2525,Rainy,261,1,3,0
12,Pepper,Vegetables,18-12-2023,437,706,2194,Rainy,464,1,3,0
20,Tomato,Vegetables,23-02-2024,409,454,3759,Sunny,475,1,1,0
13,Soda,Beverages,16-02-2024,479,296,2083,Rainy,445,2,1,0
13,Soda,Beverages,19-02-2024,357,447,2211,Cloudy,339,1,2,0
18,Banana,Fruits,05-07-2023,479,750,4652,Cloudy,539,2,3,1
14,Water,Beverages,03-02-2024,338,908,4911,Rainy,331,3,1,1
4,Juice,Beverages,09-01-2024,478,394,4486,Sunny,467,1,1,0
3,Beer,Beverages,06-06-2023,399,307,2851,Sunny,449,1,2,1
1,Cream,Dairy,11-01-2024,307,616,4650,Snowy,269,1,2,0
13,Soda,Beverages,31-03-2024,221,317,2264,Cloudy,192,1,3,1
12,Pepper,Vegetables,10-05-2023,262,936,1656,Windy,285,3,1,0
12,Pepper,Vegetables,09-12-2023,446,372,4032,Windy,419,3,2,1
15,Yogurt,Dairy,23-03-2024,499,942,1148,Cloudy,537,3,1,0
11,Coffee,Beverages,21-03-2024,136,404,4770,Cloudy,137,2,1,1
11,Coffee,Beverages,11-08-2023,353,545,1088,Cloudy,320,2,2,0
2,Carrot,Vegetables,11-01-2024,291,449,4816,Windy,288,2,1,1
7,Cucumber,Vegetables,20-01-2024,340,298,4614,Windy,354,2,2,1
3,Beer,Beverages,11-03-2024,219,860,1295,Sunny,249,1,1,0
1,Cream,Dairy,04-12-2023,236,477,2192,Cloudy,286,2,1,1
20,Tomato,Vegetables,10-04-2024,254,530,2897,Rainy,252,3,1,1
18,Banana,Fruits,12-12-2023,168,305,1788,Snowy,175,3,3,1
3,Beer,Beverages,23-09-2023,319,277,2691,Snowy,317,3,2,1
1,Cream,Dairy,25-11-2023,466,861,2282,Cloudy,476,2,3,1
16,Cheese,Dairy,15-12-2023,321,234,3852,Sunny,326,3,1,0
2,Carrot,Vegetables,27-01-2024,291,944,4597,Sunny,295,1,3,1
2,Carrot,Vegetables,02-07-2023,256,504,1846,Windy,305,3,3,0
16,Cheese,Dairy,29-04-2024,246,584,1422,Sunny,302,1,3,0
6,Milk,Dairy,01-01-2024,138,838,4227,Windy,129,2,1,1
17,Potato,Vegetables,30-06-2023,221,266,4139,Snowy,233,2,3,0
1,Cream,Dairy,12-01-2024,394,933,2411,Windy,431,1,2,1
16,Cheese,Dairy,31-07-2023,422,261,2878,Windy,406,2,2,1
13,Soda,Beverages,08-10-2023,387,376,3404,Windy,325,2,2,0
4,Juice,Beverages,28-04-2024,236,627,4008,Rainy,234,1,2,0
4,Juice,Beverages,30-01-2024,220,758,2470,Sunny,180,2,3,1
4,Juice,Beverages,13-09-2023,228,794,1883,Snowy,219,3,1,0
2,Carrot,Vegetables,28-11-2023,472,481,4886,Rainy,458,2,1,1
12,Pepper,Vegetables,30-03-2024,405,759,4944,Cloudy,422,2,3,1
14,Water,Beverages,25-08-2023,254,573,4088,Sunny,271,2,1,1
16,Cheese,Dairy,02-01-2024,314,411,1142,Cloudy,246,3,1,0
17,Potato,Vegetables,28-01-2024,361,615,2555,Windy,314,1,1,1
15,Yogurt,Dairy,05-02-2024,381,257,2385,Rainy,401,3,1,1
8,Apple,Fruits,12-02-2024,222,442,3072,Cloudy,183,1,3,1
2,Carrot,Vegetables,18-01-2024,288,883,3467,Snowy,271,2,1,0
15,Yogurt,Dairy,13-06-2023,272,905,3895,Rainy,285,1,3,1
15,Yogurt,Dairy,15-07-2023,474,639,4824,Rainy,466,1,1,0
19,Butter,Dairy,19-09-2023,464,243,2298,Sunny,490,2,1,1
11,Coffee,Beverages,21-02-2024,265,799,4801,Rainy,294,2,2,1
16,Cheese,Dairy,26-03-2024,291,348,3302,Windy,296,2,2,0
17,Potato,Vegetables,09-12-2023,191,757,3809,Snowy,167,3,3,0
16,Cheese,Dairy,10-09-2023,249,979,3286,Windy,224,2,2,0
4,Juice,Beverages,04-11-2023,352,528,1063,Snowy,309,3,3,0
9,Cherry,Fruits,26-03-2024,322,351,2312,Snowy,314,3,1,1
13,Soda,Beverages,31-03-2024,389,665,1191,Cloudy,324,1,3,1
5,Grapes,Fruits,27-01-2024,188,533,3490,Cloudy,175,1,1,0
8,Apple,Fruits,01-04-2024,228,647,1598,Sunny,253,1,2,0
18,Banana,Fruits,17-04-2024,268,428,4863,Sunny,269,1,3,1
7,Cucumber,Vegetables,23-03-2024,492,629,4209,Sunny,488,3,3,1
6,Milk,Dairy,11-06-2023,224,738,2189,Cloudy,198,2,2,1
20,Tomato,Vegetables,12-02-2024,299,753,3619,Cloudy,303,2,2,0
19,Butter,Dairy,07-07-2023,164,715,3461,Windy,165,1,2,1
6,Milk,Dairy,19-09-2023,292,551,2473,Windy,249,1,1,0
2,Carrot,Vegetables,01-02-2024,107,395,3572,Rainy,112,1,1,0
9,Cherry,Fruits,18-12-2023,214,873,1834,Sunny,209,3,1,0
17,Potato,Vegetables,03-07-2023,111,993,3882,Snowy,99,2,1,0
18,Banana,Fruits,13-09-2023,243,403,1935,Sunny,260,3,1,0
5,Grapes,Fruits,02-09-2023,140,997,1606,Windy,126,3,1,0
10,Orange,Fruits,24-12-2023,167,417,2350,Sunny,160,2,3,1
19,Butter,Dairy,21-08-2023,161,930,1051,Cloudy,154,3,2,1
19,Butter,Dairy,18-04-2024,410,511,3381,Windy,392,3,2,1
12,Pepper,Vegetables,10-08-2023,455,437,3729,Rainy,461,1,1,0
16,Cheese,Dairy,16-09-2023,380,960,4415,Cloudy,437,2,2,0
20,Tomato,Vegetables,25-05-2023,301,248,3051,Rainy,296,2,3,0
9,Cherry,Fruits,04-09-2023,175,601,2730,Rainy,141,2,3,0
15,Yogurt,Dairy,03-03-2024,317,423,3079,Snowy,324,3,1,1
7,Cucumber,Vegetables,28-03-2024,234,791,4264,Sunny,262,2,1,1
7,Cucumber,Vegetables,04-06-2023,200,361,3518,Rainy,175,1,2,1
19,Butter,Dairy,08-02-2024,323,518,3431,Snowy,358,2,1,0
3,Beer,Beverages,19-11-2023,192,955,4055,Cloudy,191,2,1,1
18,Banana,Fruits,21-07-2023,425,480,2031,Sunny,365,1,2,0
8,Apple,Fruits,10-05-2023,217,546,2560,Rainy,193,1,1,0
2,Carrot,Vegetables,30-09-2023,250,422,2309,Snowy,240,2,1,0
4,Juice,Beverages,04-02-2024,143,484,4613,Windy,160,2,1,0
15,Yogurt,Dairy,19-11-2023,420,645,3872,Snowy,508,2,2,1
20,Tomato,Vegetables,07-12-2023,183,243,3039,Sunny,233,1,1,0
18,Banana,Fruits,14-07-2023,432,229,4913,Sunny,439,2,3,0
2,Carrot,Vegetables,27-01-2024,400,526,1645,Cloudy,409,3,1,0
2,Carrot,Vegetables,21-08-2023,467,207,3872,Cloudy,471,2,2,1
2,Carrot,Vegetables,26-10-2023,170,568,2720,Windy,169,3,3,0
12,Pepper,Vegetables,06-10-2023,271,915,4403,Rainy,252,2,2,0
13,Soda,Beverages,21-08-2023,365,478,1694,Windy,323,2,3,0
3,Beer,Beverages,20-07-2023,167,287,2002,Sunny,187,2,2,1
12,Pepper,Vegetables,05-12-2023,103,639,4758,Sunny,100,3,1,1
17,Potato,Vegetables,27-02-2024,398,619,3430,Cloudy,380,2,1,0
11,Coffee,Beverages,04-10-2023,432,661,3002,Windy,444,1,3,1
12,Pepper,Vegetables,24-11-2023,479,942,2615,Sunny,459,1,3,1
10,Orange,Fruits,01-03-2024,366,374,1075,Snowy,368,1,1,0
5,Grapes,Fruits,02-12-2023,414,242,2362,Snowy,458,3,2,1
20,Tomato,Vegetables,28-09-2023,383,657,1114,Snowy,372,1,1,0
16,Cheese,Dairy,04-05-2023,321,341,4718,Rainy,343,2,1,0
11,Coffee,Beverages,03-07-2023,105,321,2430,Windy,111,2,3,0
10,Orange,Fruits,22-11-2023,169,873,3114,Sunny,164,2,1,0
4,Juice,Beverages,25-11-2023,494,399,3457,Rainy,485,1,3,0
11,Coffee,Beverages,19-11-2023,141,441,2622,Rainy,139,3,2,0
19,Butter,Dairy,22-08-2023,475,695,1643,Rainy,563,1,1,0
7,Cucumber,Vegetables,30-10-2023,431,425,4581,Sunny,516,1,2,1
13,Soda,Beverages,13-07-2023,133,486,1283,Cloudy,124,1,1,0
11,Coffee,Beverages,12-11-2023,115,398,2641,Snowy,104,1,1,1
14,Water,Beverages,09-02-2024,170,277,1506,Snowy,175,2,1,1
10,Orange,Fruits,25-03-2024,426,321,1221,Rainy,478,3,1,0
17,Potato,Vegetables,28-08-2023,291,326,4686,Windy,260,1,3,1
12,Pepper,Vegetables,16-01-2024,258,640,3839,Snowy,249,3,2,1
13,Soda,Beverages,26-04-2024,437,590,1607,Rainy,469,3,3,1
17,Potato,Vegetables,04-12-2023,402,722,4869,Snowy,462,2,1,0
3,Beer,Beverages,07-03-2024,106,369,4274,Windy,115,2,3,1
9,Cherry,Fruits,20-12-2023,362,405,4444,Rainy,378,3,2,0
16,Cheese,Dairy,14-04-2024,406,262,3215,Cloudy,420,2,1,1
20,Tomato,Vegetables,05-12-2023,172,801,4761,Sunny,182,1,1,1
7,Cucumber,Vegetables,27-05-2023,154,795,4745,Snowy,180,1,3,0
1,Cream,Dairy,06-03-2024,391,972,4131,Cloudy,450,3,3,1
13,Soda,Beverages,09-08-2023,252,932,3506,Sunny,235,3,3,1
20,Tomato,Vegetables,15-04-2024,295,228,1551,Sunny,311,1,3,1
3,Beer,Beverages,23-01-2024,330,693,3959,Snowy,346,1,2,1
13,Soda,Beverages,08-02-2024,405,803,3478,Windy,425,3,3,1
8,Apple,Fruits,12-01-2024,361,578,1057,Cloudy,398,2,2,0
14,Water,Beverages,08-06-2023,187,765,3540,Cloudy,198,2,1,1
18,Banana,Fruits,21-10-2023,498,496,3098,Snowy,438,1,1,1
11,Coffee,Beverages,17-07-2023,259,385,2575,Snowy,293,2,3,0
8,Apple,Fruits,28-10-2023,116,733,1482,Cloudy,122,3,1,0
15,Yogurt,Dairy,20-06-2023,291,252,4439,Snowy,305,3,2,1
9,Cherry,Fruits,03-07-2023,170,525,2278,Rainy,165,1,3,1
17,Potato,Vegetables,15-08-2023,332,764,4781,Rainy,291,3,2,0
17,Potato,Vegetables,22-11-2023,390,507,2076,Snowy,383,2,3,1
4,Juice,Beverages,16-11-2023,217,391,1872,Snowy,199,3,1,1
8,Apple,Fruits,04-12-2023,411,574,2799,Sunny,406,2,3,1
14,Water,Beverages,07-09-2023,138,657,4135,Snowy,156,2,2,1
13,Soda,Beverages,24-04-2024,475,674,3701,Sunny,530,2,2,1
19,Butter,Dairy,26-09-2023,339,858,4495,Rainy,306,2,3,1
10,Orange,Fruits,25-07-2023,250,966,4169,Cloudy,243,1,2,0
16,Cheese,Dairy,11-02-2024,297,410,1548,Snowy,298,3,1,0
12,Pepper,Vegetables,02-09-2023,127,458,4432,Cloudy,123,2,2,1
14,Water,Beverages,30-08-2023,429,656,3581,Rainy,452,3,3,0
15,Yogurt,Dairy,25-02-2024,283,751,3520,Snowy,207,2,2,0
5,Grapes,Fruits,04-07-2023,268,906,3870,Snowy,234,3,2,1
6,Milk,Dairy,14-06-2023,204,761,3931,Rainy,176,3,2,0
14,Water,Beverages,24-09-2023,231,899,1809,Rainy,211,1,1,1
3,Beer,Beverages,27-04-2024,349,209,3923,Sunny,409,3,3,0
11,Coffee,Beverages,31-03-2024,137,533,1876,Snowy,142,3,3,1
10,Orange,Fruits,24-02-2024,234,691,2562,Sunny,214,2,2,0
15,Yogurt,Dairy,05-11-2023,464,724,4994,Rainy,454,1,1,1
13,Soda,Beverages,12-08-2023,335,511,4611,Sunny,379,1,1,1
14,Water,Beverages,22-06-2023,205,212,2503,Cloudy,194,2,1,0
17,Potato,Vegetables,15-09-2023,256,629,1095,Sunny,297,2,2,1
2,Carrot,Vegetables,23-05-2023,212,980,3064,Windy,218,3,2,0
8,Apple,Fruits,28-04-2024,326,596,3582,Windy,311,3,1,1
19,Butter,Dairy,10-08-2023,275,953,1956,Snowy,246,1,2,0
7,Cucumber,Vegetables,18-03-2024,231,755,2144,Rainy,265,1,1,0
7,Cucumber,Vegetables,02-11-2023,374,327,1651,Windy,405,2,1,1
19,Butter,Dairy,22-01-2024,274,240,3814,Windy,305,2,2,1
16,Cheese,Dairy,29-11-2023,243,584,3923,Windy,199,3,1,1
20,Tomato,Vegetables,03-03-2024,363,220,3258,Snowy,372,3,2,1
17,Potato,Vegetables,05-08-2023,421,561,1824,Cloudy,430,2,2,0
9,Cherry,Fruits,13-01-2024,397,920,2046,Windy,405,2,2,1
3,Beer,Beverages,23-11-2023,352,665,4942,Cloudy,374,1,2,0
